t, uC1, uC2, iL2, u1
0.014415, 6.045000, 0.000000, 0.000000, 5.850000
0.014430, 5.895000, 0.000000, 0.000000, 5.700000
0.014445, 5.745000, 0.000000, 0.000000, 5.550000
0.014460, 5.595000, 0.000000, 0.000000, 5.400000
0.014475, 5.445000, 0.000000, 0.000000, 5.250000
0.014490, 5.295000, 0.000000, 0.000000, 5.100000
0.014505, 5.145000, 0.000000, 0.000000, 4.950000
0.014520, 4.995000, 0.000000, 0.000000, 4.800000
0.014535, 4.845000, 0.000000, 0.000000, 4.650000
0.014550, 4.695000, 0.000000, 0.000000, 4.500000
0.014565, 4.545000, 0.000000, 0.000000, 4.350000
0.014580, 4.395000, 0.000000, 0.000000, 4.200000
0.014595, 4.245000, 0.000000, 0.000000, 4.050000
0.014610, 4.095000, 0.000000, 0.000000, 3.900000
0.014625, 3.945000, 0.000000, 0.000000, 3.750000
0.014640, 3.795000, 0.000000, 0.000000, 3.600000
0.014655, 3.645000, 0.000000, 0.000000, 3.450000
0.014670, 3.495000, 0.000000, 0.000000, 3.300000
0.014685, 3.345000, 0.000000, 0.000000, 3.150000
0.014700, 3.195000, 0.000000, 0.000000, 3.000000
0.014715, 3.045000, 0.000000, 0.000000, 2.850000
0.014730, 2.895000, 0.000000, 0.000000, 2.700000
0.014745, 2.745000, 0.000000, 0.000000, 2.550000
0.014760, 2.595000, 0.000000, 0.000000, 2.400000
0.014775, 2.445000, 0.000000, 0.000000, 2.250000
0.014790, 2.295000, 0.000000, 0.000000, 2.100000
0.014805, 2.145000, 0.000000, 0.000000, 1.950000
0.014820, 1.995000, 0.000000, 0.000000, 1.800000
0.014835, 1.845000, 0.000000, 0.000000, 1.650000
0.014850, 1.695000, 0.000000, 0.000000, 1.500000
0.014865, 1.545000, 0.000000, 0.000000, 1.350000
0.014880, 1.395000, 0.000000, 0.000000, 1.200000
0.014895, 1.245000, 0.000000, 0.000000, 1.050000
0.014910, 1.095000, 0.000000, 0.000000, 0.900000
0.014925, 0.945000, 0.000000, 0.000000, 0.750000
0.014940, 0.795000, 0.000000, 0.000000, 0.600000
0.014955, 0.645000, 0.000000, 0.000000, 0.450000
0.014970, 0.495000, 0.000000, 0.000000, 0.300000
0.014985, 0.345000, 0.000000, 0.000000, 0.150000
0.015000, 0.195000, 0.000000, 0.000000, 0.000000
0.015015, 0.045000, 0.000000, 0.000000, -0.150000
0.015030, -0.105000, 0.000000, 0.000000, -0.300000
0.015045, -0.255000, 0.000000, 0.000000, -0.450000
0.015060, -0.405000, 0.000000, 0.000000, -0.600000
0.015075, -0.555000, 0.000000, 0.000000, -0.750000
0.015090, -0.705000, 0.000000, 0.000000, -0.900000
0.015105, -0.855000, 0.000000, 0.000000, -1.050000
0.015120, -1.005000, 0.000000, 0.000000, -1.200000
0.015135, -1.155000, 0.000000, 0.000000, -1.350000
0.015150, -1.305000, 0.000000, 0.000000, -1.500000
0.015165, -1.455000, 0.000000, 0.000000, -1.650000
0.015180, -1.605000, 0.000000, 0.000000, -1.800000
0.015195, -1.755000, 0.000000, 0.000000, -1.950000
0.015210, -1.905000, 0.000000, 0.000000, -2.100000
0.015225, -2.055000, 0.000000, 0.000000, -2.250000
0.015240, -2.205000, 0.000000, 0.000000, -2.400000
0.015255, -2.355000, 0.000000, 0.000000, -2.550000
0.015270, -2.505000, 0.000000, 0.000000, -2.700000
0.015285, -2.655000, 0.000000, 0.000000, -2.850000
0.015300, -2.805000, 0.000000, 0.000000, -3.000000
0.015315, -2.955000, 0.000000, 0.000000, -3.150000
0.015330, -3.105000, 0.000000, 0.000000, -3.300000
0.015345, -3.255000, 0.000000, 0.000000, -3.450000
0.015360, -3.405000, 0.000000, 0.000000, -3.600000
0.015375, -3.555000, 0.000000, 0.000000, -3.750000
0.015390, -3.705000, 0.000000, 0.000000, -3.900000
0.015405, -3.855000, 0.000000, 0.000000, -4.050000
0.015420, -4.005000, 0.000000, 0.000000, -4.200000
0.015435, -4.155000, 0.000000, 0.000000, -4.350000
0.015450, -4.305000, 0.000000, 0.000000, -4.500000
0.015465, -4.455000, 0.000000, 0.000000, -4.650000
0.015480, -4.605000, 0.000000, 0.000000, -4.800000
0.015495, -4.755000, 0.000000, 0.000000, -4.950000
0.015510, -4.905000, 0.000000, 0.000000, -5.100000
0.015525, -5.055000, 0.000000, 0.000000, -5.250000
0.015540, -5.205000, 0.000000, 0.000000, -5.400000
0.015555, -5.355000, 0.000000, 0.000000, -5.550000
0.015570, -5.505000, 0.000000, 0.000000, -5.700000
0.015585, -5.655000, 0.000000, 0.000000, -5.850000
0.015600, -5.805000, 0.000000, 0.000000, -6.000000
0.015615, -5.955000, 0.000000, 0.000000, -6.150000
0.015630, -6.105000, 0.000000, 0.000000, -6.300000
0.015645, -6.255000, 0.000000, 0.000000, -6.450000
0.015660, -6.405000, 0.000000, 0.000000, -6.600000
0.015675, -6.555000, 0.000000, 0.000000, -6.750000
0.015690, -6.705000, 0.000000, 0.000000, -6.900000
0.015705, -6.855000, 0.000000, 0.000000, -7.050000
0.015720, -7.005000, 0.000000, 0.000000, -7.200000
0.015735, -7.155000, 0.000000, 0.000000, -7.350000
0.015750, -7.305000, 0.000000, 0.000000, -7.500000
0.015765, -7.455000, 0.000000, 0.000000, -7.650000
0.015780, -7.605000, 0.000000, 0.000000, -7.800000
0.015795, -7.755000, 0.000000, 0.000000, -7.950000
0.015810, -7.905000, 0.000000, 0.000000, -8.100000
0.015825, -8.055000, 0.000000, 0.000000, -8.250000
0.015840, -8.205000, 0.000000, 0.000000, -8.400000
0.015855, -8.355000, 0.000000, 0.000000, -8.550000
0.015870, -8.505000, 0.000000, 0.000000, -8.700000
0.015885, -8.655000, 0.000000, 0.000000, -8.850000
0.015900, -8.805000, 0.000000, 0.000000, -9.000000
0.015915, -8.955000, 0.000000, 0.000000, -9.150000
0.015930, -9.105000, 0.000000, 0.000000, -9.300000
0.015945, -9.255000, 0.000000, 0.000000, -9.450000
0.015960, -9.405000, 0.000000, 0.000000, -9.600000
0.015975, -9.555000, 0.000000, 0.000000, -9.750000
0.015990, -9.705000, 0.000000, 0.000000, -9.900000
0.016005, -9.848590, 0.000000, 0.000000, -10.000000
0.016020, -9.929541, 0.000000, 0.000000, -10.000000
0.016035, -9.967211, 0.000000, 0.000000, -10.000000
0.016050, -9.984742, 0.000000, 0.000000, -10.000000
0.016065, -9.992899, 0.000000, 0.000000, -10.000000
0.016080, -9.996696, 0.000000, 0.000000, -10.000000
0.016095, -9.998462, 0.000000, 0.000000, -10.000000
0.016110, -9.999284, 0.000000, 0.000000, -10.000000
0.016125, -9.999667, 0.000000, 0.000000, -10.000000
0.016140, -9.999845, 0.000000, 0.000000, -10.000000
0.016155, -9.999928, 0.000000, 0.000000, -10.000000
0.016170, -9.999966, 0.000000, 0.000000, -10.000000
0.016185, -9.999984, 0.000000, 0.000000, -10.000000
0.016200, -9.999993, 0.000000, 0.000000, -10.000000
0.016215, -9.999997, 0.000000, 0.000000, -10.000000
0.016230, -9.999998, 0.000000, 0.000000, -10.000000
0.016245, -9.999999, 0.000000, 0.000000, -10.000000
0.016260, -10.000000, 0.000000, 0.000000, -10.000000
0.016275, -10.000000, 0.000000, 0.000000, -10.000000
0.016290, -10.000000, 0.000000, 0.000000, -10.000000
0.016305, -10.000000, 0.000000, 0.000000, -10.000000
0.016320, -10.000000, 0.000000, 0.000000, -10.000000
0.016335, -10.000000, 0.000000, 0.000000, -10.000000
0.016350, -10.000000, 0.000000, 0.000000, -10.000000
0.016365, -10.000000, 0.000000, 0.000000, -10.000000
0.016380, -10.000000, 0.000000, 0.000000, -10.000000
0.016395, -10.000000, 0.000000, 0.000000, -10.000000
0.016410, -10.000000, 0.000000, 0.000000, -10.000000
0.016425, -10.000000, 0.000000, 0.000000, -10.000000
0.016440, -10.000000, 0.000000, 0.000000, -10.000000
0.016455, -10.000000, 0.000000, 0.000000, -10.000000
0.016470, -10.000000, 0.000000, 0.000000, -10.000000
0.016485, -10.000000, 0.000000, 0.000000, -10.000000
0.016500, -10.000000, 0.000000, 0.000000, -10.000000
0.016515, -10.000000, 0.000000, 0.000000, -10.000000
0.016530, -10.000000, 0.000000, 0.000000, -10.000000
0.016545, -10.000000, 0.000000, 0.000000, -10.000000
0.016560, -10.000000, 0.000000, 0.000000, -10.000000
0.016575, -10.000000, 0.000000, 0.000000, -10.000000
0.016590, -10.000000, 0.000000, 0.000000, -10.000000
0.016605, -10.000000, 0.000000, 0.000000, -10.000000
0.016620, -10.000000, 0.000000, 0.000000, -10.000000
0.016635, -10.000000, 0.000000, 0.000000, -10.000000
0.016650, -10.000000, 0.000000, 0.000000, -10.000000
0.016665, -10.000000, 0.000000, 0.000000, -10.000000
0.016680, -10.000000, 0.000000, 0.000000, -10.000000
0.016695, -10.000000, 0.000000, 0.000000, -10.000000
0.016710, -10.000000, 0.000000, 0.000000, -10.000000
0.016725, -10.000000, 0.000000, 0.000000, -10.000000
0.016740, -10.000000, 0.000000, 0.000000, -10.000000
0.016755, -10.000000, 0.000000, 0.000000, -10.000000
0.016770, -10.000000, 0.000000, 0.000000, -10.000000
0.016785, -10.000000, 0.000000, 0.000000, -10.000000
0.016800, -10.000000, 0.000000, 0.000000, -10.000000
0.016815, -10.000000, 0.000000, 0.000000, -10.000000
0.016830, -10.000000, 0.000000, 0.000000, -10.000000
0.016845, -10.000000, 0.000000, 0.000000, -10.000000
0.016860, -10.000000, 0.000000, 0.000000, -10.000000
0.016875, -10.000000, 0.000000, 0.000000, -10.000000
0.016890, -10.000000, 0.000000, 0.000000, -10.000000
0.016905, -10.000000, 0.000000, 0.000000, -10.000000
0.016920, -10.000000, 0.000000, 0.000000, -10.000000
0.016935, -10.000000, 0.000000, 0.000000, -10.000000
0.016950, -10.000000, 0.000000, 0.000000, -10.000000
0.016965, -10.000000, 0.000000, 0.000000, -10.000000
0.016980, -10.000000, 0.000000, 0.000000, -10.000000
0.016995, -10.000000, 0.000000, 0.000000, -10.000000
0.017010, -9.978342, 0.000000, 0.000000, -9.900000
0.017025, -9.890712, 0.000000, 0.000000, -9.750000
0.017040, -9.769737, 0.000000, 0.000000, -9.600000
0.017055, -9.633244, 0.000000, 0.000000, -9.450000
0.017070, -9.489529, 0.000000, 0.000000, -9.300000
0.017085, -9.342454, 0.000000, 0.000000, -9.150000
0.017100, -9.193815, 0.000000, 0.000000, -9.000000
0.017115, -9.044449, 0.000000, 0.000000, -8.850000
0.017130, -8.894743, 0.000000, 0.000000, -8.700000
0.017145, -8.744881, 0.000000, 0.000000, -8.550000
0.017160, -8.594944, 0.000000, 0.000000, -8.400000
0.017175, -8.444974, 0.000000, 0.000000, -8.250000
0.017190, -8.294988, 0.000000, 0.000000, -8.100000
0.017205, -8.144994, 0.000000, 0.000000, -7.950000
0.017220, -7.994997, 0.000000, 0.000000, -7.800000
0.017235, -7.844999, 0.000000, 0.000000, -7.650000
0.017250, -7.694999, 0.000000, 0.000000, -7.500000
0.017265, -7.545000, 0.000000, 0.000000, -7.350000
0.017280, -7.395000, 0.000000, 0.000000, -7.200000
0.017295, -7.245000, 0.000000, 0.000000, -7.050000
0.017310, -7.095000, 0.000000, 0.000000, -6.900000
0.017325, -6.945000, 0.000000, 0.000000, -6.750000
0.017340, -6.795000, 0.000000, 0.000000, -6.600000
0.017355, -6.645000, 0.000000, 0.000000, -6.450000
0.017370, -6.495000, 0.000000, 0.000000, -6.300000
0.017385, -6.345000, 0.000000, 0.000000, -6.150000
0.017400, -6.195000, 0.000000, 0.000000, -6.000000
0.017415, -6.045000, 0.000000, 0.000000, -5.850000
0.017430, -5.895000, 0.000000, 0.000000, -5.700000
0.017445, -5.745000, 0.000000, 0.000000, -5.550000
0.017460, -5.595000, 0.000000, 0.000000, -5.400000
0.017475, -5.445000, 0.000000, 0.000000, -5.250000
0.017490, -5.295000, 0.000000, 0.000000, -5.100000
0.017505, -5.145000, 0.000000, 0.000000, -4.950000
0.017520, -4.995000, 0.000000, 0.000000, -4.800000
0.017535, -4.845000, 0.000000, 0.000000, -4.650000
0.017550, -4.695000, 0.000000, 0.000000, -4.500000
0.017565, -4.545000, 0.000000, 0.000000, -4.350000
0.017580, -4.395000, 0.000000, 0.000000, -4.200000
0.017595, -4.245000, 0.000000, 0.000000, -4.050000
0.017610, -4.095000, 0.000000, 0.000000, -3.900000
0.017625, -3.945000, 0.000000, 0.000000, -3.750000
0.017640, -3.795000, 0.000000, 0.000000, -3.600000
0.017655, -3.645000, 0.000000, 0.000000, -3.450000
0.017670, -3.495000, 0.000000, 0.000000, -3.300000
0.017685, -3.345000, 0.000000, 0.000000, -3.150000
0.017700, -3.195000, 0.000000, 0.000000, -3.000000
0.017715, -3.045000, 0.000000, 0.000000, -2.850000
0.017730, -2.895000, 0.000000, 0.000000, -2.700000
0.017745, -2.745000, 0.000000, 0.000000, -2.550000
0.017760, -2.595000, 0.000000, 0.000000, -2.400000
0.017775, -2.445000, 0.000000, 0.000000, -2.250000
0.017790, -2.295000, 0.000000, 0.000000, -2.100000
0.017805, -2.145000, 0.000000, 0.000000, -1.950000
0.017820, -1.995000, 0.000000, 0.000000, -1.800000
0.017835, -1.845000, 0.000000, 0.000000, -1.650000
0.017850, -1.695000, 0.000000, 0.000000, -1.500000
0.017865, -1.545000, 0.000000, 0.000000, -1.350000
0.017880, -1.395000, 0.000000, 0.000000, -1.200000
0.017895, -1.245000, 0.000000, 0.000000, -1.050000
0.017910, -1.095000, 0.000000, 0.000000, -0.900000
0.017925, -0.945000, 0.000000, 0.000000, -0.750000
0.017940, -0.795000, 0.000000, 0.000000, -0.600000
0.017955, -0.645000, 0.000000, 0.000000, -0.450000
0.017970, -0.495000, 0.000000, 0.000000, -0.300000
0.017985, -0.345000, 0.000000, 0.000000, -0.150000
0.018000, -0.195000, 0.000000, 0.000000, -0.000000
0.018015, -0.045000, 0.000000, 0.000000, 0.150000
0.018030, 0.105000, 0.000000, 0.000000, 0.300000
0.018045, 0.255000, 0.000000, 0.000000, 0.450000
0.018060, 0.405000, 0.000000, 0.000000, 0.600000
0.018075, 0.555000, 0.000000, 0.000000, 0.750000
0.018090, 0.705000, 0.000000, 0.000000, 0.900000
0.018105, 0.855000, 0.000000, 0.000000, 1.050000
0.018120, 1.005000, 0.000000, 0.000000, 1.200000
0.018135, 1.155000, 0.000000, 0.000000, 1.350000
0.018150, 1.305000, 0.000000, 0.000000, 1.500000
0.018165, 1.455000, 0.000000, 0.000000, 1.650000
0.018180, 1.605000, 0.000000, 0.000000, 1.800000
0.018195, 1.755000, 0.000000, 0.000000, 1.950000
0.018210, 1.905000, 0.000000, 0.000000, 2.100000
0.018225, 2.055000, 0.000000, 0.000000, 2.250000
0.018240, 2.205000, 0.000000, 0.000000, 2.400000
0.018255, 2.355000, 0.000000, 0.000000, 2.550000
0.018270, 2.505000, 0.000000, 0.000000, 2.700000
0.018285, 2.655000, 0.000000, 0.000000, 2.850000
0.018300, 2.805000, 0.000000, 0.000000, 3.000000
0.018315, 2.955000, 0.000000, 0.000000, 3.150000
0.018330, 3.105000, 0.000000, 0.000000, 3.300000
0.018345, 3.255000, 0.000000, 0.000000, 3.450000
0.018360, 3.405000, 0.000000, 0.000000, 3.600000
0.018375, 3.555000, 0.000000, 0.000000, 3.750000
0.018390, 3.705000, 0.000000, 0.000000, 3.900000
0.018405, 3.855000, 0.000000, 0.000000, 4.050000
0.018420, 4.005000, 0.000000, 0.000000, 4.200000
0.018435, 4.155000, 0.000000, 0.000000, 4.350000
0.018450, 4.305000, 0.000000, 0.000000, 4.500000
0.018465, 4.455000, 0.000000, 0.000000, 4.650000
0.018480, 4.605000, 0.000000, 0.000000, 4.800000
0.018495, 4.755000, 0.000000, 0.000000, 4.950000
0.018510, 4.905000, 0.000000, 0.000000, 5.100000
0.018525, 5.055000, 0.000000, 0.000000, 5.250000
0.018540, 5.205000, 0.000000, 0.000000, 5.400000
0.018555, 5.355000, 0.000000, 0.000000, 5.550000
0.018570, 5.505000, 0.000000, 0.000000, 5.700000
0.018585, 5.655000, 0.000000, 0.000000, 5.850000
0.018600, 5.805000, 0.000000, 0.000000, 6.000000
0.018615, 5.955000, 0.000000, 0.000000, 6.150000
0.018630, 6.105000, 0.000000, 0.000000, 6.300000
0.018645, 6.255000, 0.000000, 0.000000, 6.450000
0.018660, 6.405000, 0.000000, 0.000000, 6.600000
0.018675, 6.555000, 0.000000, 0.000000, 6.750000
0.018690, 6.705000, 0.000000, 0.000000, 6.900000
0.018705, 6.855000, 0.000000, 0.000000, 7.050000
0.018720, 7.005000, 0.000000, 0.000000, 7.200000
0.018735, 7.155000, 0.000000, 0.000000, 7.350000
0.018750, 7.305000, 0.000000, 0.000000, 7.500000
0.018765, 7.455000, 0.000000, 0.000000, 7.650000
0.018780, 7.605000, 0.000000, 0.000000, 7.800000
0.018795, 7.755000, 0.000000, 0.000000, 7.950000
0.018810, 7.905000, 0.000000, 0.000000, 8.100000
0.018825, 8.055000, 0.000000, 0.000000, 8.250000
0.018840, 8.205000, 0.000000, 0.000000, 8.400000
0.018855, 8.355000, 0.000000, 0.000000, 8.550000
0.018870, 8.505000, 0.000000, 0.000000, 8.700000
0.018885, 8.655000, 0.000000, 0.000000, 8.850000
0.018900, 8.805000, 0.000000, 0.000000, 9.000000
0.018915, 8.955000, 0.000000, 0.000000, 9.150000
0.018930, 9.105000, 0.000000, 0.000000, 9.300000
0.018945, 9.255000, 0.000000, 0.000000, 9.450000
0.018960, 9.405000, 0.000000, 0.000000, 9.600000
0.018975, 9.555000, 0.000000, 0.000000, 9.750000
0.018990, 9.705000, 0.000000, 0.000000, 9.900000
0.019005, 9.848590, 0.000000, 0.000000, 10.000000
0.019020, 9.929541, 0.000000, 0.000000, 10.000000
0.019035, 9.967211, 0.000000, 0.000000, 10.000000
0.019050, 9.984742, 0.000000, 0.000000, 10.000000
0.019065, 9.992899, 0.000000, 0.000000, 10.000000
0.019080, 9.996696, 0.000000, 0.000000, 10.000000
0.019095, 9.998462, 0.000000, 0.000000, 10.000000
0.019110, 9.999284, 0.000000, 0.000000, 10.000000
0.019125, 9.999667, 0.000000, 0.000000, 10.000000
0.019140, 9.999845, 0.000000, 0.000000, 10.000000
0.019155, 9.999928, 0.000000, 0.000000, 10.000000
0.019170, 9.999966, 0.000000, 0.000000, 10.000000
0.019185, 9.999984, 0.000000, 0.000000, 10.000000
0.019200, 9.999993, 0.000000, 0.000000, 10.000000
0.019215, 9.999997, 0.000000, 0.000000, 10.000000
0.019230, 9.999998, 0.000000, 0.000000, 10.000000
0.019245, 9.999999, 0.000000, 0.000000, 10.000000
0.019260, 10.000000, 0.000000, 0.000000, 10.000000
0.019275, 10.000000, 0.000000, 0.000000, 10.000000
0.019290, 10.000000, 0.000000, 0.000000, 10.000000
0.019305, 10.000000, 0.000000, 0.000000, 10.000000
0.019320, 10.000000, 0.000000, 0.000000, 10.000000
0.019335, 10.000000, 0.000000, 0.000000, 10.000000
0.019350, 10.000000, 0.000000, 0.000000, 10.000000
0.019365, 10.000000, 0.000000, 0.000000, 10.000000
0.019380, 10.000000, 0.000000, 0.000000, 10.000000
0.019395, 10.000000, 0.000000, 0.000000, 10.000000
0.019410, 10.000000, 0.000000, 0.000000, 10.000000
0.019425, 10.000000, 0.000000, 0.000000, 10.000000
0.019440, 10.000000, 0.000000, 0.000000, 10.000000
0.019455, 10.000000, 0.000000, 0.000000, 10.000000
0.019470, 10.000000, 0.000000, 0.000000, 10.000000
0.019485, 10.000000, 0.000000, 0.000000, 10.000000
0.019500, 10.000000, 0.000000, 0.000000, 10.000000
0.019515, 10.000000, 0.000000, 0.000000, 10.000000
0.019530, 10.000000, 0.000000, 0.000000, 10.000000
0.019545, 10.000000, 0.000000, 0.000000, 10.000000
0.019560, 10.000000, 0.000000, 0.000000, 10.000000
0.019575, 10.000000, 0.000000, 0.000000, 10.000000
0.019590, 10.000000, 0.000000, 0.000000, 10.000000
0.019605, 10.000000, 0.000000, 0.000000, 10.000000
0.019620, 10.000000, 0.000000, 0.000000, 10.000000
0.019635, 10.000000, 0.000000, 0.000000, 10.000000
0.019650, 10.000000, 0.000000, 0.000000, 10.000000
0.019665, 10.000000, 0.000000, 0.000000, 10.000000
0.019680, 10.000000, 0.000000, 0.000000, 10.000000
0.019695, 10.000000, 0.000000, 0.000000, 10.000000
0.019710, 10.000000, 0.000000, 0.000000, 10.000000
0.019725, 10.000000, 0.000000, 0.000000, 10.000000
0.019740, 10.000000, 0.000000, 0.000000, 10.000000
0.019755, 10.000000, 0.000000, 0.000000, 10.000000
0.019770, 10.000000, 0.000000, 0.000000, 10.000000
0.019785, 10.000000, 0.000000, 0.000000, 10.000000
0.019800, 10.000000, 0.000000, 0.000000, 10.000000
0.019815, 10.000000, 0.000000, 0.000000, 10.000000
0.019830, 10.000000, 0.000000, 0.000000, 10.000000
0.019845, 10.000000, 0.000000, 0.000000, 10.000000
0.019860, 10.000000, 0.000000, 0.000000, 10.000000
0.019875, 10.000000, 0.000000, 0.000000, 10.000000
0.019890, 10.000000, 0.000000, 0.000000, 10.000000
0.019905, 10.000000, 0.000000, 0.000000, 10.000000
0.019920, 10.000000, 0.000000, 0.000000, 10.000000
0.019935, 10.000000, 0.000000, 0.000000, 10.000000
0.019950, 10.000000, 0.000000, 0.000000, 10.000000
0.019965, 10.000000, 0.000000, 0.000000, 10.000000
0.019980, 10.000000, 0.000000, 0.000000, 10.000000
0.019995, 10.000000, 0.000000, 0.000000, 10.000000
0.020010, 9.978342, 0.000000, 0.000000, 9.900000
0.020025, 9.890712, 0.000000, 0.000000, 9.750000
0.020040, 9.769737, 0.000000, 0.000000, 9.600000
0.020055, 9.633244, 0.000000, 0.000000, 9.450000
0.020070, 9.489529, 0.000000, 0.000000, 9.300000
0.020085, 9.342454, 0.000000, 0.000000, 9.150000
0.020100, 9.193815, 0.000000, 0.000000, 9.000000
0.020115, 9.044449, 0.000000, 0.000000, 8.850000
0.020130, 8.894743, 0.000000, 0.000000, 8.700000
0.020145, 8.744881, 0.000000, 0.000000, 8.550000
0.020160, 8.594944, 0.000000, 0.000000, 8.400000
0.020175, 8.444974, 0.000000, 0.000000, 8.250000
0.020190, 8.294988, 0.000000, 0.000000, 8.100000
0.020205, 8.144994, 0.000000, 0.000000, 7.950000
0.020220, 7.994997, 0.000000, 0.000000, 7.800000
0.020235, 7.844999, 0.000000, 0.000000, 7.650000
0.020250, 7.694999, 0.000000, 0.000000, 7.500000
0.020265, 7.545000, 0.000000, 0.000000, 7.350000
0.020280, 7.395000, 0.000000, 0.000000, 7.200000
0.020295, 7.245000, 0.000000, 0.000000, 7.050000
0.020310, 7.095000, 0.000000, 0.000000, 6.900000
0.020325, 6.945000, 0.000000, 0.000000, 6.750000
0.020340, 6.795000, 0.000000, 0.000000, 6.600000
0.020355, 6.645000, 0.000000, 0.000000, 6.450000
0.020370, 6.495000, 0.000000, 0.000000, 6.300000
0.020385, 6.345000, 0.000000, 0.000000, 6.150000
0.020400, 6.195000, 0.000000, 0.000000, 6.000000
0.020415, 6.045000, 0.000000, 0.000000, 5.850000
0.020430, 5.895000, 0.000000, 0.000000, 5.700000
0.020445, 5.745000, 0.000000, 0.000000, 5.550000
0.020460, 5.595000, 0.000000, 0.000000, 5.400000
0.020475, 5.445000, 0.000000, 0.000000, 5.250000
0.020490, 5.295000, 0.000000, 0.000000, 5.100000
0.020505, 5.145000, 0.000000, 0.000000, 4.950000
0.020520, 4.995000, 0.000000, 0.000000, 4.800000
0.020535, 4.845000, 0.000000, 0.000000, 4.650000
0.020550, 4.695000, 0.000000, 0.000000, 4.500000
0.020565, 4.545000, 0.000000, 0.000000, 4.350000
0.020580, 4.395000, 0.000000, 0.000000, 4.200000
0.020595, 4.245000, 0.000000, 0.000000, 4.050000
0.020610, 4.095000, 0.000000, 0.000000, 3.900000
0.020625, 3.945000, 0.000000, 0.000000, 3.750000
0.020640, 3.795000, 0.000000, 0.000000, 3.600000
0.020655, 3.645000, 0.000000, 0.000000, 3.450000
0.020670, 3.495000, 0.000000, 0.000000, 3.300000
0.020685, 3.345000, 0.000000, 0.000000, 3.150000
0.020700, 3.195000, 0.000000, 0.000000, 3.000000
0.020715, 3.045000, 0.000000, 0.000000, 2.850000
0.020730, 2.895000, 0.000000, 0.000000, 2.700000
0.020745, 2.745000, 0.000000, 0.000000, 2.550000
0.020760, 2.595000, 0.000000, 0.000000, 2.400000
0.020775, 2.445000, 0.000000, 0.000000, 2.250000
0.020790, 2.295000, 0.000000, 0.000000, 2.100000
0.020805, 2.145000, 0.000000, 0.000000, 1.950000
0.020820, 1.995000, 0.000000, 0.000000, 1.800000
0.020835, 1.845000, 0.000000, 0.000000, 1.650000
0.020850, 1.695000, 0.000000, 0.000000, 1.500000
0.020865, 1.545000, 0.000000, 0.000000, 1.350000
0.020880, 1.395000, 0.000000, 0.000000, 1.200000
0.020895, 1.245000, 0.000000, 0.000000, 1.050000
0.020910, 1.095000, 0.000000, 0.000000, 0.900000
0.020925, 0.945000, 0.000000, 0.000000, 0.750000
0.020940, 0.795000, 0.000000, 0.000000, 0.600000
0.020955, 0.645000, 0.000000, 0.000000, 0.450000
0.020970, 0.495000, 0.000000, 0.000000, 0.300000
0.020985, 0.345000, 0.000000, 0.000000, 0.150000
0.021000, 0.195000, 0.000000, 0.000000, -0.000000
0.021015, 0.045000, 0.000000, 0.000000, -0.150000
0.021030, -0.105000, 0.000000, 0.000000, -0.300000
0.021045, -0.255000, 0.000000, 0.000000, -0.450000
0.021060, -0.405000, 0.000000, 0.000000, -0.600000
0.021075, -0.555000, 0.000000, 0.000000, -0.750000
0.021090, -0.705000, 0.000000, 0.000000, -0.900000
0.021105, -0.855000, 0.000000, 0.000000, -1.050000
0.021120, -1.005000, 0.000000, 0.000000, -1.200000
0.021135, -1.155000, 0.000000, 0.000000, -1.350000
0.021150, -1.305000, 0.000000, 0.000000, -1.500000
0.021165, -1.455000, 0.000000, 0.000000, -1.650000
0.021180, -1.605000, 0.000000, 0.000000, -1.800000
0.021195, -1.755000, 0.000000, 0.000000, -1.950000
0.021210, -1.905000, 0.000000, 0.000000, -2.100000
0.021225, -2.055000, 0.000000, 0.000000, -2.250000
0.021240, -2.205000, 0.000000, 0.000000, -2.400000
0.021255, -2.355000, 0.000000, 0.000000, -2.550000
0.021270, -2.505000, 0.000000, 0.000000, -2.700000
0.021285, -2.655000, 0.000000, 0.000000, -2.850000
0.021300, -2.805000, 0.000000, 0.000000, -3.000000
0.021315, -2.955000, 0.000000, 0.000000, -3.150000
0.021330, -3.105000, 0.000000, 0.000000, -3.300000
0.021345, -3.255000, 0.000000, 0.000000, -3.450000
0.021360, -3.405000, 0.000000, 0.000000, -3.600000
0.021375, -3.555000, 0.000000, 0.000000, -3.750000
0.021390, -3.705000, 0.000000, 0.000000, -3.900000
0.021405, -3.855000, 0.000000, 0.000000, -4.050000
0.021420, -4.005000, 0.000000, 0.000000, -4.200000
0.021435, -4.155000, 0.000000, 0.000000, -4.350000
0.021450, -4.305000, 0.000000, 0.000000, -4.500000
0.021465, -4.455000, 0.000000, 0.000000, -4.650000
0.021480, -4.605000, 0.000000, 0.000000, -4.800000
0.021495, -4.755000, 0.000000, 0.000000, -4.950000
0.021510, -4.905000, 0.000000, 0.000000, -5.100000
0.021525, -5.055000, 0.000000, 0.000000, -5.250000
0.021540, -5.205000, 0.000000, 0.000000, -5.400000
0.021555, -5.355000, 0.000000, 0.000000, -5.550000
0.021570, -5.505000, 0.000000, 0.000000, -5.700000
0.021585, -5.655000, 0.000000, 0.000000, -5.850000
0.021600, -5.805000, 0.000000, 0.000000, -6.000000
0.021615, -5.955000, 0.000000, 0.000000, -6.150000
0.021630, -6.105000, 0.000000, 0.000000, -6.300000
